id,time,class,lon,lat
ringy,2006-09-21T11:57:23Z,A,-97.588,75.006
ringy,2006-09-22T11:32:10Z,2,-98.703,74.934
ringy,2006-09-23T15:05:33Z,3,-99.476,74.899
ringy,2006-09-24T10:40:50Z,3,-99.379,74.789
ringy,2006-09-25T08:32:47Z,3,-99.405,74.813
ringy,2006-09-26T11:45:30Z,1,-99.693,74.859
ringy,2006-09-27T00:30:53Z,B,-99.787,74.871
ringy,2006-09-28T09:13:37Z,3,-99.178,74.821
ringy,2006-09-29T04:34:36Z,3,-98.806,74.669
ringy,2006-09-30T12:13:52Z,1,-99.56,74.872
ringy,2006-10-01T11:10:33Z,A,-99.748,74.771
ringy,2006-10-03T06:26:24Z,3,-98.216,74.596
ringy,2006-10-05T08:31:00Z,3,-98.273,74.409
ringy,2006-10-05T23:40:22Z,B,-97.723,74.434
ringy,2006-10-07T09:07:21Z,A,-95.794,74.554
ringy,2006-10-07T23:20:33Z,2,-95.411,74.46
ringy,2006-10-09T00:06:20Z,1,-94.812,74.444
ringy,2006-10-11T10:50:11Z,B,-92.7,74.694
ringy,2006-10-13T07:58:48Z,A,-91.061,74.612
ringy,2006-10-13T22:52:17Z,1,-90.343,74.563
ringy,2006-10-15T01:47:57Z,A,-89.393,74.531
ringy,2006-10-15T23:35:01Z,A,-88.99,74.484
ringy,2006-10-17T00:54:34Z,1,-88.734,74.465
ringy,2006-10-17T23:00:27Z,A,-88.627,74.437
ringy,2006-10-19T11:09:13Z,0,-89.334,74.506
ringy,2006-10-19T20:16:05Z,1,-89.229,74.509
ringy,2006-10-21T01:08:32Z,0,-88.716,74.427
ringy,2006-10-21T22:52:21Z,A,-87.9,74.294
ringy,2006-10-23T08:46:39Z,3,-88.309,74.3
ringy,2006-10-23T22:22:03Z,0,-88.101,74.365
ringy,2006-10-25T08:24:24Z,A,-87.948,74.209
ringy,2006-10-25T22:56:46Z,A,-87.532,74.212
ringy,2006-10-27T06:23:06Z,B,-86.577,74.268
ringy,2006-10-27T23:44:14Z,2,-85.948,74.169
ringy,2006-10-29T04:47:08Z,3,-85.348,73.904
ringy,2006-10-29T20:44:37Z,1,-84.5,73.889
ringy,2006-10-31T10:34:43Z,3,-84.502,74.117
ringy,2006-11-01T05:18:22Z,A,-84.407,74.196
ringy,2006-11-03T11:58:03Z,B,-83.147,74.536
ringy,2006-11-03T20:38:36Z,2,-83.267,74.608
ringy,2006-11-05T08:13:06Z,2,-83.194,74.8
ringy,2006-11-05T22:34:10Z,3,-83.17,74.777
ringy,2006-11-09T00:30:35Z,B,-83.187,74.688
ringy,2006-11-13T23:44:21Z,A,-83.178,74.654
ringy,2006-11-19T02:50:26Z,B,-83.458,74.354
ringy,2006-11-23T05:09:59Z,B,-82.195,73.999
stephanie,2005-02-02T06:39:33Z,2,-68.343,44.155
stephanie,2005-02-02T12:22:22Z,2,-68.302,44.128
stephanie,2005-02-03T01:26:25Z,3,-68.208,44.196
stephanie,2005-02-04T01:05:55Z,2,-68.075,44.292
stephanie,2005-02-05T09:12:37Z,3,-68.233,44.221
stephanie,2005-02-06T03:37:43Z,3,-68.44,44.039
stephanie,2005-02-07T03:15:08Z,2,-68.532,44.07
stephanie,2005-02-08T16:46:17Z,2,-68.581,44.043
stephanie,2005-02-09T07:01:41Z,2,-68.602,43.983
stephanie,2005-02-10T10:55:09Z,3,-68.6,44.004
stephanie,2005-02-11T06:35:33Z,2,-68.654,43.99
stephanie,2005-02-12T01:23:08Z,3,-68.757,44.06
stephanie,2005-02-12T11:21:44Z,1,-68.691,44.127
stephanie,2005-02-13T00:59:18Z,2,-68.771,44.065
stephanie,2005-02-14T03:54:45Z,3,-68.75,44.128
stephanie,2005-02-15T03:32:09Z,3,-68.773,44.081
stephanie,2005-02-16T01:28:51Z,2,-68.665,44.101
stephanie,2005-02-17T16:39:13Z,3,-68.698,44.027
stephanie,2005-02-18T00:41:55Z,2,-68.663,43.998
stephanie,2005-02-19T02:01:10Z,3,-68.68,44.046
stephanie,2005-02-20T01:38:49Z,3,-68.745,43.983
stephanie,2005-02-20T15:32:47Z,1,-68.853,44.007
stephanie,2005-02-21T01:17:13Z,2,-68.864,43.93
stephanie,2005-02-22T07:51:38Z,1,-68.854,43.94
stephanie,2005-02-23T02:10:37Z,2,-68.661,44.008
stephanie,2005-02-24T15:41:06Z,0,-68.836,44.063
stephanie,2005-02-25T00:54:47Z,3,-68.7,44.075
stephanie,2005-02-26T14:55:45Z,3,-68.766,44.144
stephanie,2005-02-27T14:26:06Z,2,-68.592,43.975
stephanie,2005-02-28T01:55:58Z,3,-68.591,44.009
stephanie,2005-03-01T01:33:04Z,2,-68.267,43.821
stephanie,2005-03-02T01:30:18Z,2,-68.449,43.739
stephanie,2005-03-03T04:08:12Z,2,-68.698,43.947
stephanie,2005-03-03T12:35:53Z,2,-68.792,43.938
stephanie,2005-03-04T01:02:50Z,3,-69.113,43.836
stephanie,2005-03-05T01:42:56Z,3,-69.302,43.842
stephanie,2005-03-06T01:19:37Z,2,-68.868,43.78
stephanie,2005-03-07T10:12:37Z,1,-68.844,43.813
stephanie,2005-03-08T02:13:04Z,1,-68.828,43.851
stephanie,2005-03-09T01:40:23Z,2,-68.797,43.825
stephanie,2005-03-10T11:29:31Z,0,-69.055,43.769
stephanie,2005-03-11T11:52:21Z,1,-69.303,43.776
stephanie,2005-03-12T00:42:42Z,1,-69.485,43.733
stephanie,2005-03-13T01:58:33Z,3,-69.62,43.752
stephanie,2005-03-14T14:33:08Z,2,-69.997,43.601
stephanie,2005-03-15T01:13:24Z,3,-70.119,43.54
stephanie,2005-03-16T20:31:43Z,2,-70.288,43.489
stephanie,2005-03-17T03:48:27Z,3,-70.141,43.526
stephanie,2005-03-18T01:23:39Z,2,-69.825,43.695
stephanie,2005-03-19T08:06:52Z,2,-69.835,43.697
stephanie,2005-03-20T02:39:28Z,2,-69.816,43.71
stephanie,2005-03-21T09:27:07Z,3,-69.83,43.708
stephanie,2005-03-22T01:53:57Z,3,-69.861,43.704
stephanie,2005-03-23T19:59:14Z,2,-70.074,43.571
stephanie,2005-03-24T01:09:25Z,2,-70.111,43.551
stephanie,2005-03-25T00:45:44Z,3,-70.261,43.449
stephanie,2005-03-26T08:24:51Z,2,-69.944,43.687
stephanie,2005-03-27T08:13:47Z,3,-69.666,43.341
stephanie,2005-03-28T19:31:12Z,3,-69.173,42.696
stephanie,2005-03-29T20:23:51Z,2,-68.526,42.311
stephanie,2005-03-30T17:27:41Z,2,-68.24,41.873
stephanie,2005-03-31T07:29:52Z,3,-68.155,41.746
stephanie,2005-04-01T12:24:07Z,2,-67.967,41.208
stephanie,2005-04-02T12:10:49Z,2,-67.838,40.976
stephanie,2005-04-03T09:08:12Z,3,-67.469,40.923
stephanie,2005-04-04T11:39:22Z,2,-67.302,40.876
stephanie,2005-04-05T01:33:57Z,3,-67.255,40.846
stephanie,2005-04-06T02:50:01Z,3,-67.332,40.738
stephanie,2005-04-07T06:10:34Z,2,-67.361,40.88
stephanie,2005-04-08T11:44:50Z,2,-67.384,40.631
stephanie,2005-04-09T09:42:59Z,2,-67.601,40.604
stephanie,2005-04-10T08:54:47Z,3,-67.766,40.606
stephanie,2005-04-11T01:15:57Z,3,-67.897,40.629
stephanie,2005-04-12T08:33:30Z,2,-67.884,40.636
stephanie,2005-04-13T03:30:14Z,3,-67.95,40.613
stephanie,2005-04-14T03:07:24Z,3,-68.09,40.719
stephanie,2005-04-15T01:04:20Z,2,-68.129,40.625
stephanie,2005-04-16T04:01:46Z,1,-68.423,40.515
stephanie,2005-04-17T03:36:52Z,3,-68.59,40.445
stephanie,2005-04-18T01:37:34Z,2,-68.572,40.533
stephanie,2005-04-19T09:13:15Z,2,-68.651,40.474
stephanie,2005-04-20T07:01:27Z,1,-68.555,40.47
stephanie,2005-04-21T02:08:30Z,2,-68.454,40.56
stephanie,2005-04-22T01:44:01Z,3,-68.463,40.548
stephanie,2005-04-23T09:15:13Z,3,-68.347,40.536
stephanie,2005-04-24T06:13:01Z,3,-68.622,40.764
stephanie,2005-04-25T10:03:27Z,3,-68.715,40.947
stephanie,2005-04-26T15:46:57Z,3,-69.422,41.142
stephanie,2005-04-27T15:26:13Z,2,-69.509,41.531
stephanie,2005-04-28T07:07:52Z,3,-69.968,41.568
stephanie,2005-04-29T14:46:10Z,3,-69.994,41.575
stephanie,2005-04-30T22:41:15Z,2,-69.411,41.719
stephanie,2005-05-01T12:38:42Z,2,-68.892,41.703
stephanie,2005-05-02T12:15:06Z,3,-68.229,41.515
stephanie,2005-05-03T06:10:57Z,3,-68.172,41.221
stephanie,2005-05-04T03:51:32Z,3,-67.901,41.005
stephanie,2005-05-05T09:18:29Z,3,-67.896,40.837
stephanie,2005-05-06T10:42:13Z,2,-67.973,40.857
stephanie,2005-05-07T02:40:31Z,2,-67.992,40.934
stephanie,2005-05-08T08:35:02Z,2,-68.007,40.872
stephanie,2005-05-09T06:44:25Z,3,-68.001,40.876
stephanie,2005-05-10T03:13:59Z,2,-68.068,40.884
stephanie,2005-05-11T10:23:02Z,3,-68.082,40.892
stephanie,2005-05-12T09:57:44Z,3,-68.112,40.904
stephanie,2005-05-13T02:04:26Z,3,-68.068,40.878
stephanie,2005-05-14T01:43:06Z,3,-68.015,40.836
stephanie,2005-05-15T07:14:09Z,3,-68.171,40.932
stephanie,2005-05-16T00:30:33Z,3,-68.214,40.895
stephanie,2005-05-17T08:31:45Z,3,-68.313,40.974
stephanie,2005-05-18T01:50:40Z,3,-68.558,41.28
stephanie,2005-05-19T09:48:44Z,3,-69.541,41.854
stephanie,2005-05-20T09:37:02Z,3,-69.866,41.704
stephanie,2005-05-21T09:24:01Z,3,-69.982,41.591
stephanie,2005-05-22T01:59:20Z,3,-69.982,41.539
stephanie,2005-05-23T10:40:00Z,3,-69.926,41.57
stephanie,2005-05-24T10:16:40Z,3,-69.681,41.573
stephanie,2005-05-25T18:28:13Z,1,-68.258,41.97
stephanie,2005-05-26T14:22:16Z,2,-67.598,41.927
stephanie,2005-05-27T03:25:18Z,2,-67.523,41.809
stephanie,2005-05-28T10:20:46Z,3,-67.377,41.627
stephanie,2005-05-29T09:54:17Z,3,-67.368,41.585
stephanie,2005-05-30T03:58:31Z,2,-67.325,41.377
stephanie,2005-05-31T03:33:14Z,3,-67.273,41.249
stephanie,2005-06-01T07:18:50Z,3,-67.448,41.133
stephanie,2005-06-02T01:08:27Z,3,-67.547,41.335
stephanie,2005-06-03T01:39:26Z,3,-67.651,41.434
stephanie,2005-06-04T01:25:25Z,3,-67.991,41.831
stephanie,2005-06-05T01:40:43Z,2,-68.879,42.41
stephanie,2005-06-06T01:19:07Z,1,-69.44,43.079
stephanie,2005-06-07T09:42:05Z,2,-69.85,43.696
stephanie,2005-06-08T07:36:17Z,1,-60.855,41.854
stephanie,2005-06-09T07:26:10Z,3,-69.66,43.769
stephanie,2005-06-10T03:06:12Z,2,-69.095,43.951
stephanie,2005-06-11T07:02:41Z,2,-68.726,44.302
stephanie,2005-06-12T01:25:12Z,2,-68.52,44.088
stephanie,2005-06-13T01:13:18Z,2,-68.52,44.086
stephanie,2005-06-14T15:28:14Z,2,-68.583,44.088
stephanie,2005-06-15T01:11:22Z,3,-68.531,44.082
stephanie,2005-06-16T04:07:52Z,1,-68.4,43.981
stephanie,2005-06-17T00:22:03Z,2,-67.791,43.862
stephanie,2005-06-18T01:50:11Z,2,-67.214,43.367
stephanie,2005-06-19T01:33:27Z,2,-66.959,42.815
stephanie,2005-06-20T07:01:33Z,1,-66.556,41.962
stephanie,2005-06-21T00:34:49Z,3,-66.564,41.839
stephanie,2005-06-22T01:50:49Z,2,-66.572,41.756
stephanie,2005-06-23T01:28:15Z,2,-66.581,41.473
stephanie,2005-06-24T02:45:10Z,3,-67.06,41.564
stephanie,2005-06-27T07:22:32Z,3,-68.425,42.464
stephanie,2005-06-28T01:21:44Z,3,-68.901,43.009
stephanie,2005-06-29T01:07:32Z,2,-69.261,43.887
stephanie,2005-06-30T02:06:38Z,2,-69.245,43.884
stephanie,2005-07-01T00:43:32Z,1,-69.284,43.884
stephanie,2005-07-02T00:29:45Z,3,-69.304,43.874
stephanie,2005-07-03T00:20:09Z,1,-69.213,43.875
stephanie,2005-07-04T09:21:36Z,1,-68.833,43.783
stephanie,2005-07-05T01:32:33Z,2,-68.86,43.786
stephanie,2005-07-06T01:18:05Z,2,-68.869,43.782
stephanie,2005-07-07T07:05:24Z,1,-68.796,43.842
stephanie,2005-07-08T04:06:00Z,1,-68.501,44.077
stephanie,2005-07-09T03:43:09Z,2,-68.148,43.973
stephanie,2005-07-10T01:39:37Z,3,-67.883,44.099
stephanie,2005-07-11T01:16:27Z,2,-67.45,44.418
stephanie,2005-07-12T01:43:03Z,2,-68.06,44.111
stephanie,2005-07-13T03:52:12Z,1,-67.833,43.933
stephanie,2005-07-14T01:14:22Z,3,-68.13,43.969
stephanie,2005-07-15T01:24:50Z,3,-68.121,43.97
stephanie,2005-07-16T01:03:11Z,1,-68.127,43.974
stephanie,2005-07-17T02:19:34Z,3,-67.601,43.695
stephanie,2005-07-18T00:24:20Z,1,-68.26,43.919
stephanie,2005-07-19T16:39:02Z,1,-68.122,43.967
stephanie,2005-07-20T08:24:02Z,2,-67.768,43.704
stephanie,2005-07-21T11:00:08Z,2,-66.854,43.601
stephanie,2005-07-22T05:53:16Z,1,-66.538,43.725
stephanie,2005-07-23T01:41:52Z,2,-66.181,43.795
stephanie,2005-07-24T02:58:40Z,2,-65.774,43.505
stephanie,2005-07-25T00:56:53Z,2,-65.944,43.322
stephanie,2005-07-26T00:22:16Z,1,-65.993,43.121
stephanie,2005-07-27T01:52:13Z,2,-65.904,43.331
stephanie,2005-07-28T01:25:59Z,2,-65.775,43.473
stephanie,2005-07-29T01:04:46Z,3,-65.887,43.175
stephanie,2005-07-30T00:42:18Z,3,-66.023,42.801
stephanie,2005-07-31T00:58:00Z,2,-65.815,42.845
stephanie,2005-08-01T01:34:41Z,3,-65.781,43.501
stephanie,2005-08-02T00:32:32Z,1,-65.848,43.508
stephanie,2005-08-03T10:28:32Z,0,-65.828,42.875
stephanie,2005-08-04T01:46:43Z,1,-65.637,42.594
stephanie,2005-08-05T01:34:12Z,1,-65.186,42.559
stephanie,2005-08-06T01:20:14Z,3,-65.146,42.997
stephanie,2005-08-07T01:08:51Z,3,-65.547,43.231
stephanie,2005-08-08T06:48:51Z,1,-65.781,43.472
stephanie,2005-08-09T01:53:02Z,2,-65.625,43.142
stephanie,2005-08-10T01:31:28Z,2,-65.696,43.257
stephanie,2005-08-12T06:10:37Z,3,-65.773,43.471
stephanie,2005-08-13T01:33:46Z,2,-65.648,43.111
stephanie,2005-08-14T12:48:25Z,1,-65.33,43.058
stephanie,2005-08-15T05:39:32Z,3,-65.491,43.105
stephanie,2005-08-16T12:01:42Z,2,-65.748,43.393
stephanie,2005-08-17T02:09:28Z,1,-65.737,43.033
stephanie,2005-08-18T11:08:57Z,1,-65.255,42.795
stephanie,2005-08-19T03:04:27Z,1,-65.045,42.643
stephanie,2005-08-20T01:02:47Z,2,-65.088,42.628
stephanie,2005-08-21T06:21:08Z,2,-65.18,42.72
stephanie,2005-08-22T06:08:04Z,1,-65.731,43.347
stephanie,2005-08-23T01:03:22Z,2,-65.771,43.472
stephanie,2005-08-24T07:29:44Z,0,-65.588,42.991
stephanie,2005-08-25T10:10:20Z,1,-65.498,43.011
stephanie,2005-08-26T07:07:32Z,1,-65.797,43.512
stephanie,2005-08-27T11:00:58Z,0,-65.589,42.861
stephanie,2005-08-28T08:43:45Z,1,-65.602,42.735
stephanie,2005-08-29T10:13:35Z,1,-65.484,42.849
stephanie,2005-09-01T03:05:01Z,Z,NA,NA
stephanie,2005-09-02T10:19:24Z,B,-65.486,43.165
stephanie,2005-09-03T05:50:09Z,A,-65.646,42.814
stephanie,2005-09-04T07:27:38Z,0,-65.431,42.742
stephanie,2005-09-08T11:14:04Z,A,-75.974,45.452
stephanie,2005-09-09T10:53:37Z,Z,NA,NA
stephanie,2005-09-10T01:20:00Z,B,-65.753,43.397
stephanie,2005-09-11T06:06:36Z,A,-65.77,43.469
stephanie,2005-09-14T01:25:20Z,Z,NA,NA
stephanie,2005-09-15T10:09:19Z,A,-65.762,43.47
stephanie,2005-09-16T02:23:09Z,A,-65.774,43.47
stephanie,2005-09-18T15:32:07Z,Z,NA,NA
stephanie,2005-09-23T11:57:11Z,Z,NA,NA
